time,rmse_kf,rmse_ekf,rmse_pf,error_x_kf,error_y_kf,error_x_ekf,error_y_ekf,error_x_pf,error_y_pf
16.2004,0.0010,0.0024,0.0187,-0.0026,-0.0000,0.0055,0.0000,0.0403,-0.0179
16.3022,0.0010,0.0024,0.0191,-0.0026,-0.0000,0.0050,0.0000,0.0394,-0.0181
16.4001,0.0011,0.0024,0.0193,-0.0027,-0.0000,0.0037,0.0000,0.0358,-0.0183
16.5002,0.0011,0.0025,0.0195,-0.0024,-0.0000,0.0046,0.0000,0.0339,-0.0186
16.6001,0.0011,0.0025,0.0198,-0.0020,-0.0000,0.0043,0.0000,0.0339,-0.0190
16.7044,0.0011,0.0025,0.0201,-0.0011,-0.0000,0.0068,0.0000,0.0393,-0.0192
16.8085,0.0011,0.0026,0.0204,-0.0010,-0.0000,0.0064,0.0000,0.0417,-0.0194
16.9004,0.0011,0.0027,0.0208,-0.0006,-0.0000,0.0075,0.0000,0.0485,-0.0195
17.0003,0.0011,0.0027,0.0212,-0.0008,-0.0000,0.0067,0.0000,0.0460,-0.0195
17.1003,0.0011,0.0028,0.0216,-0.0010,-0.0000,0.0058,0.0000,0.0480,-0.0194
17.2003,0.0011,0.0028,0.0220,-0.0011,-0.0000,0.0057,0.0000,0.0478,-0.0192
17.3003,0.0011,0.0028,0.0223,-0.0007,-0.0000,0.0069,0.0000,0.0479,-0.0195
17.4001,0.0011,0.0029,0.0227,-0.0013,-0.0000,0.0046,0.0000,0.0455,-0.0193
17.5002,0.0011,0.0029,0.0230,-0.0003,-0.0000,0.0066,0.0000,0.0474,-0.0189
17.6001,0.0011,0.0030,0.0233,0.0002,0.0000,0.0082,0.0000,0.0479,-0.0186
17.7002,0.0011,0.0030,0.0237,0.0000,-0.0000,0.0074,0.0000,0.0476,-0.0185
17.8004,0.0011,0.0031,0.0239,-0.0011,-0.0000,0.0052,0.0000,0.0440,-0.0181
17.9001,0.0011,0.0031,0.0242,-0.0002,-0.0000,0.0070,0.0000,0.0460,-0.0180
18.0002,0.0011,0.0031,0.0245,-0.0001,-0.0000,0.0070,0.0000,0.0479,-0.0179
18.1002,0.0011,0.0032,0.0248,-0.0003,-0.0000,0.0066,0.0000,0.0487,-0.0178
18.2002,0.0011,0.0032,0.0251,-0.0003,-0.0000,0.0064,0.0000,0.0502,-0.0174
18.3004,0.0011,0.0033,0.0254,0.0008,0.0000,0.0092,0.0000,0.0503,-0.0175
18.4002,0.0011,0.0033,0.0257,-0.0002,-0.0000,0.0068,0.0000,0.0485,-0.0171
18.5003,0.0011,0.0033,0.0259,-0.0026,-0.0000,0.0051,0.0000,0.0487,-0.0168
18.6001,0.0011,0.0034,0.0262,-0.0008,-0.0000,0.0053,0.0000,0.0455,-0.0166
18.7002,0.0011,0.0034,0.0263,-0.0011,-0.0000,0.0047,0.0000,0.0427,-0.0164
18.8002,0.0011,0.0034,0.0265,-0.0011,-0.0000,0.0044,0.0000,0.0423,-0.0162
18.9002,0.0011,0.0034,0.0267,-0.0003,-0.0000,0.0061,0.0000,0.0408,-0.0162
19.0005,0.0011,0.0034,0.0268,0.0000,0.0000,0.0069,0.0000,0.0411,-0.0160
19.1002,0.0011,0.0034,0.0269,-0.0009,-0.0000,0.0044,0.0000,0.0389,-0.0160
19.2004,0.0011,0.0035,0.0271,-0.0002,-0.0000,0.0061,0.0000,0.0417,-0.0162
19.3005,0.0011,0.0035,0.0273,0.0009,0.0000,0.0089,0.0000,0.0471,-0.0167
19.4002,0.0011,0.0036,0.0275,0.0011,0.0000,0.0094,0.0000,0.0491,-0.0165
19.5002,0.0011,0.0036,0.0277,-0.0003,-0.0000,0.0066,0.0000,0.0450,-0.0167
19.6003,0.0011,0.0036,0.0279,-0.0008,-0.0000,0.0049,0.0000,0.0434,-0.0168
19.7002,0.0011,0.0037,0.0280,0.0001,0.0000,0.0070,0.0000,0.0441,-0.0168
19.8002,0.0011,0.0037,0.0282,-0.0003,-0.0000,0.0056,0.0000,0.0458,-0.0168
19.9002,0.0011,0.0037,0.0284,0.0001,-0.0000,0.0065,0.0000,0.0471,-0.0169
