time,kf_cov_x,kf_cov_y,kf_cov_theta,ekf_cov_x,ekf_cov_y,ekf_cov_theta,pf_cov_x,pf_cov_y,pf_cov_theta
23.1002,0.0189,0.0189,0.0000,0.0179,0.0179,0.0179,0.0051,0.0002,0.0034
23.2003,0.0190,0.0190,0.0000,0.0179,0.0179,0.0179,0.0055,0.0002,0.0033
23.3014,0.0189,0.0189,0.0000,0.0179,0.0179,0.0179,0.0058,0.0002,0.0035
23.4002,0.0192,0.0192,0.0000,0.0179,0.0179,0.0179,0.0060,0.0002,0.0037
23.5001,0.0193,0.0193,0.0000,0.0179,0.0179,0.0179,0.0060,0.0002,0.0037
23.6037,0.0192,0.0192,0.0000,0.0179,0.0179,0.0179,0.0059,0.0002,0.0038
23.7007,0.0189,0.0189,0.0000,0.0179,0.0179,0.0179,0.0055,0.0002,0.0040
23.8002,0.0196,0.0196,0.0000,0.0179,0.0179,0.0179,0.0058,0.0002,0.0040
23.9002,0.0192,0.0192,0.0000,0.0179,0.0179,0.0179,0.0059,0.0002,0.0039
24.0000,0.0191,0.0191,0.0000,0.0179,0.0179,0.0179,0.0065,0.0003,0.0039
24.1050,0.0190,0.0190,0.0000,0.0179,0.0179,0.0179,0.0064,0.0003,0.0037
24.2002,0.0191,0.0191,0.0000,0.0179,0.0179,0.0179,0.0063,0.0003,0.0037
24.3001,0.0195,0.0195,0.0000,0.0179,0.0179,0.0179,0.0064,0.0003,0.0036
24.4003,0.0193,0.0193,0.0000,0.0179,0.0179,0.0179,0.0062,0.0003,0.0037
24.5003,0.0190,0.0190,0.0000,0.0179,0.0179,0.0179,0.0058,0.0003,0.0037
24.6003,0.0190,0.0190,0.0000,0.0179,0.0179,0.0179,0.0056,0.0003,0.0036
24.7003,0.0188,0.0188,0.0000,0.0179,0.0179,0.0179,0.0054,0.0003,0.0035
24.8002,0.0192,0.0192,0.0000,0.0179,0.0179,0.0179,0.0057,0.0003,0.0036
24.9004,0.0193,0.0193,0.0000,0.0179,0.0179,0.0179,0.0061,0.0003,0.0034
25.0002,0.0189,0.0189,0.0000,0.0179,0.0179,0.0179,0.0062,0.0003,0.0034
25.1003,0.0188,0.0188,0.0000,0.0179,0.0179,0.0179,0.0055,0.0003,0.0035
25.2024,0.0191,0.0191,0.0000,0.0179,0.0179,0.0179,0.0058,0.0003,0.0036
25.3002,0.0190,0.0190,0.0000,0.0179,0.0179,0.0179,0.0058,0.0003,0.0035
25.4002,0.0201,0.0201,0.0000,0.0179,0.0179,0.0179,0.0068,0.0003,0.0041
25.5002,0.0195,0.0195,0.0000,0.0179,0.0179,0.0179,0.0066,0.0003,0.0041
25.6002,0.0189,0.0189,0.0000,0.0179,0.0179,0.0179,0.0063,0.0003,0.0038
25.7002,0.0192,0.0192,0.0000,0.0179,0.0179,0.0179,0.0064,0.0003,0.0038
25.8002,0.0191,0.0191,0.0000,0.0179,0.0179,0.0179,0.0066,0.0003,0.0038
25.9002,0.0194,0.0194,0.0000,0.0179,0.0179,0.0179,0.0063,0.0003,0.0038
26.0001,0.0194,0.0194,0.0000,0.0179,0.0179,0.0179,0.0066,0.0003,0.0041
26.1003,0.0190,0.0190,0.0000,0.0179,0.0179,0.0179,0.0063,0.0003,0.0041
26.2003,0.0190,0.0190,0.0000,0.0179,0.0179,0.0179,0.0065,0.0003,0.0038
26.3002,0.0191,0.0191,0.0000,0.0179,0.0179,0.0179,0.0065,0.0003,0.0038
26.4003,0.0192,0.0192,0.0000,0.0179,0.0179,0.0179,0.0060,0.0003,0.0038
26.5002,0.0191,0.0191,0.0000,0.0179,0.0179,0.0179,0.0058,0.0003,0.0037
26.6017,0.0191,0.0191,0.0000,0.0179,0.0179,0.0179,0.0057,0.0003,0.0039
26.7004,0.0199,0.0199,0.0000,0.0179,0.0179,0.0179,0.0065,0.0003,0.0041
26.8002,0.0195,0.0195,0.0000,0.0179,0.0179,0.0179,0.0068,0.0003,0.0041
26.9002,0.0195,0.0195,0.0000,0.0179,0.0179,0.0179,0.0066,0.0003,0.0041
27.0002,0.0192,0.0192,0.0000,0.0179,0.0179,0.0179,0.0067,0.0003,0.0040
27.1001,0.0190,0.0190,0.0000,0.0179,0.0179,0.0179,0.0065,0.0003,0.0039
27.2001,0.0193,0.0193,0.0000,0.0179,0.0179,0.0179,0.0066,0.0003,0.0038
27.3002,0.0189,0.0189,0.0000,0.0179,0.0179,0.0179,0.0060,0.0003,0.0036
27.4003,0.0189,0.0189,0.0000,0.0179,0.0179,0.0179,0.0060,0.0003,0.0036
27.5009,0.0191,0.0191,0.0000,0.0179,0.0179,0.0179,0.0059,0.0003,0.0037
27.6010,0.0190,0.0190,0.0000,0.0179,0.0179,0.0179,0.0058,0.0003,0.0036
27.7004,0.0193,0.0193,0.0000,0.0179,0.0179,0.0179,0.0062,0.0003,0.0035
27.8003,0.0190,0.0190,0.0000,0.0179,0.0179,0.0179,0.0057,0.0003,0.0036
27.9002,0.0191,0.0191,0.0000,0.0179,0.0179,0.0179,0.0057,0.0003,0.0035
28.0003,0.0191,0.0191,0.0000,0.0179,0.0179,0.0179,0.0066,0.0003,0.0035
28.1090,0.0188,0.0188,0.0000,0.0179,0.0179,0.0179,0.0065,0.0003,0.0034
28.2002,0.0192,0.0192,0.0000,0.0179,0.0179,0.0179,0.0068,0.0003,0.0035
28.3002,0.0189,0.0189,0.0000,0.0179,0.0179,0.0179,0.0064,0.0003,0.0035
28.4001,0.0193,0.0193,0.0000,0.0179,0.0179,0.0179,0.0065,0.0003,0.0036
28.5004,0.0197,0.0197,0.0000,0.0179,0.0179,0.0179,0.0062,0.0003,0.0037
28.6020,0.0191,0.0191,0.0000,0.0179,0.0179,0.0179,0.0063,0.0003,0.0035
28.7002,0.0195,0.0195,0.0000,0.0179,0.0179,0.0179,0.0069,0.0003,0.0035
28.8002,0.0194,0.0194,0.0000,0.0179,0.0179,0.0179,0.0069,0.0003,0.0037
28.9003,0.0192,0.0192,0.0000,0.0179,0.0179,0.0179,0.0067,0.0003,0.0036
29.0002,0.0192,0.0192,0.0000,0.0179,0.0179,0.0179,0.0071,0.0003,0.0036
29.1002,0.0190,0.0190,0.0000,0.0179,0.0179,0.0179,0.0064,0.0003,0.0036
29.2002,0.0191,0.0191,0.0000,0.0179,0.0179,0.0179,0.0062,0.0003,0.0033
29.3002,0.0192,0.0192,0.0000,0.0179,0.0179,0.0179,0.0062,0.0003,0.0033
29.4002,0.0190,0.0190,0.0000,0.0179,0.0179,0.0179,0.0060,0.0003,0.0033
29.5003,0.0190,0.0190,0.0000,0.0179,0.0179,0.0179,0.0060,0.0003,0.0034
29.6004,0.0190,0.0190,0.0000,0.0179,0.0179,0.0179,0.0059,0.0003,0.0035
29.7002,0.0192,0.0192,0.0000,0.0179,0.0179,0.0179,0.0063,0.0003,0.0037
29.8001,0.0194,0.0194,0.0000,0.0179,0.0179,0.0179,0.0069,0.0003,0.0039
29.9002,0.0196,0.0196,0.0000,0.0179,0.0179,0.0179,0.0067,0.0004,0.0040
30.0002,0.0197,0.0197,0.0000,0.0179,0.0179,0.0179,0.0070,0.0004,0.0039
30.1026,0.0193,0.0193,0.0000,0.0179,0.0179,0.0179,0.0069,0.0004,0.0040
30.2002,0.0190,0.0190,0.0000,0.0179,0.0179,0.0179,0.0063,0.0004,0.0039
30.3005,0.0193,0.0193,0.0000,0.0179,0.0179,0.0179,0.0069,0.0004,0.0041
30.4029,0.0196,0.0196,0.0000,0.0179,0.0179,0.0179,0.0075,0.0004,0.0043
30.5003,0.0203,0.0203,0.0000,0.0179,0.0179,0.0179,0.0085,0.0004,0.0048
30.6002,0.0200,0.0200,0.0000,0.0179,0.0179,0.0179,0.0082,0.0004,0.0050
30.7002,0.0200,0.0200,0.0000,0.0179,0.0179,0.0179,0.0082,0.0004,0.0052
30.8010,0.0198,0.0198,0.0000,0.0179,0.0179,0.0179,0.0082,0.0004,0.0051
30.9012,0.0198,0.0198,0.0000,0.0179,0.0179,0.0179,0.0079,0.0004,0.0052
31.0012,0.0201,0.0201,0.0000,0.0179,0.0179,0.0179,0.0078,0.0004,0.0052
