time,rmse_kf,rmse_ekf,rmse_pf,error_x_kf,error_y_kf,error_x_ekf,error_y_ekf,error_x_pf,error_y_pf
19.0001,0.0010,0.0042,0.0294,0.0003,0.0000,0.0100,0.0000,0.0539,-0.0130
19.1002,0.0010,0.0042,0.0296,-0.0005,-0.0000,0.0082,0.0000,0.0528,-0.0130
19.2002,0.0010,0.0042,0.0298,-0.0010,-0.0000,0.0061,0.0000,0.0486,-0.0132
19.3001,0.0010,0.0042,0.0299,-0.0015,-0.0000,0.0046,0.0000,0.0428,-0.0132
19.4002,0.0010,0.0043,0.0301,-0.0005,-0.0000,0.0071,0.0000,0.0476,-0.0131
19.5005,0.0010,0.0043,0.0302,-0.0002,-0.0000,0.0076,0.0000,0.0453,-0.0132
19.6004,0.0010,0.0043,0.0304,-0.0000,-0.0000,0.0081,0.0000,0.0464,-0.0134
19.7001,0.0010,0.0043,0.0305,-0.0006,-0.0000,0.0064,0.0000,0.0470,-0.0133
19.8002,0.0010,0.0044,0.0306,-0.0007,-0.0000,0.0060,0.0000,0.0447,-0.0135
19.9002,0.0010,0.0044,0.0307,-0.0010,-0.0000,0.0048,0.0000,0.0432,-0.0137
20.0002,0.0010,0.0044,0.0309,-0.0006,-0.0000,0.0062,0.0000,0.0448,-0.0140
20.1001,0.0010,0.0044,0.0310,-0.0014,-0.0000,0.0042,0.0000,0.0451,-0.0142
20.2003,0.0010,0.0044,0.0311,-0.0009,-0.0000,0.0050,0.0000,0.0453,-0.0141
20.3002,0.0010,0.0044,0.0312,-0.0010,-0.0000,0.0043,0.0000,0.0452,-0.0142
20.4010,0.0010,0.0044,0.0314,-0.0003,-0.0000,0.0058,0.0000,0.0491,-0.0141
20.5002,0.0010,0.0044,0.0315,-0.0006,-0.0000,0.0052,0.0000,0.0460,-0.0141
20.6002,0.0010,0.0044,0.0317,0.0003,0.0000,0.0074,0.0000,0.0501,-0.0141
20.7002,0.0010,0.0044,0.0318,-0.0010,-0.0000,0.0043,0.0000,0.0443,-0.0143
20.8003,0.0010,0.0044,0.0319,-0.0007,-0.0000,0.0051,0.0000,0.0437,-0.0144
20.9002,0.0010,0.0044,0.0320,-0.0003,-0.0000,0.0058,0.0000,0.0417,-0.0145
21.0002,0.0010,0.0044,0.0321,-0.0006,-0.0000,0.0051,0.0000,0.0405,-0.0144
21.1002,0.0010,0.0044,0.0322,-0.0006,-0.0000,0.0050,0.0000,0.0432,-0.0146
21.2002,0.0010,0.0044,0.0322,-0.0011,-0.0000,0.0038,0.0000,0.0426,-0.0146
21.3002,0.0010,0.0044,0.0323,-0.0009,-0.0000,0.0040,0.0000,0.0439,-0.0145
21.4002,0.0010,0.0044,0.0324,-0.0003,-0.0000,0.0054,0.0000,0.0454,-0.0145
21.5001,0.0010,0.0044,0.0325,-0.0036,-0.0000,0.0016,0.0000,0.0417,-0.0145
21.6002,0.0010,0.0044,0.0326,-0.0009,-0.0000,0.0040,0.0000,0.0462,-0.0144
21.7003,0.0010,0.0044,0.0327,-0.0006,-0.0000,0.0041,0.0000,0.0459,-0.0145
21.8002,0.0010,0.0044,0.0329,0.0003,0.0000,0.0058,0.0000,0.0472,-0.0146
21.9002,0.0010,0.0045,0.0330,0.0008,0.0000,0.0071,0.0000,0.0473,-0.0147
22.0002,0.0010,0.0045,0.0331,0.0008,0.0000,0.0072,0.0000,0.0465,-0.0147
22.1005,0.0010,0.0045,0.0332,0.0007,0.0000,0.0070,0.0000,0.0444,-0.0147
22.2015,0.0010,0.0045,0.0332,-0.0007,-0.0000,0.0043,0.0000,0.0385,-0.0148
22.3001,0.0010,0.0045,0.0333,-0.0007,-0.0000,0.0041,0.0000,0.0369,-0.0149
22.4002,0.0010,0.0045,0.0333,-0.0006,-0.0000,0.0041,0.0000,0.0358,-0.0149
22.5061,0.0010,0.0045,0.0333,-0.0008,-0.0000,0.0034,0.0000,0.0335,-0.0147
22.6005,0.0010,0.0045,0.0333,-0.0005,-0.0000,0.0042,0.0000,0.0357,-0.0146
22.7003,0.0010,0.0045,0.0334,-0.0001,-0.0000,0.0048,0.0000,0.0394,-0.0146
22.8002,0.0010,0.0045,0.0334,-0.0005,-0.0000,0.0042,0.0000,0.0404,-0.0146
22.9003,0.0010,0.0045,0.0335,-0.0033,-0.0000,0.0016,0.0000,0.0378,-0.0145
23.0002,0.0010,0.0045,0.0335,-0.0005,-0.0000,0.0039,0.0000,0.0410,-0.0145
23.1002,0.0010,0.0045,0.0336,-0.0004,-0.0000,0.0042,0.0000,0.0401,-0.0145
23.2003,0.0010,0.0045,0.0336,-0.0003,-0.0000,0.0044,0.0000,0.0374,-0.0145
23.3014,0.0010,0.0045,0.0337,-0.0006,-0.0000,0.0037,0.0000,0.0386,-0.0147
23.4002,0.0010,0.0045,0.0337,0.0002,0.0000,0.0051,0.0000,0.0405,-0.0146
23.5001,0.0010,0.0045,0.0338,0.0005,0.0000,0.0058,0.0000,0.0400,-0.0146
23.6037,0.0010,0.0045,0.0338,0.0003,0.0000,0.0056,0.0000,0.0365,-0.0145
23.7007,0.0010,0.0045,0.0338,-0.0005,-0.0000,0.0042,0.0000,0.0325,-0.0146
23.8002,0.0010,0.0045,0.0338,0.0009,0.0000,0.0066,0.0000,0.0368,-0.0148
23.9002,0.0010,0.0045,0.0339,0.0003,0.0000,0.0052,0.0000,0.0366,-0.0149
24.0000,0.0010,0.0045,0.0339,-0.0030,-0.0000,0.0024,0.0000,0.0323,-0.0149
24.1050,0.0010,0.0045,0.0339,-0.0002,-0.0000,0.0049,0.0000,0.0333,-0.0150
24.2002,0.0010,0.0045,0.0339,-0.0001,0.0000,0.0051,0.0000,0.0298,-0.0151
24.3001,0.0010,0.0045,0.0339,0.0007,0.0000,0.0066,0.0000,0.0334,-0.0153
24.4003,0.0010,0.0045,0.0339,0.0004,0.0000,0.0061,0.0000,0.0356,-0.0155
24.5003,0.0010,0.0045,0.0340,-0.0003,-0.0000,0.0048,0.0000,0.0358,-0.0155
24.6003,0.0010,0.0045,0.0340,-0.0003,-0.0000,0.0048,0.0000,0.0368,-0.0155
24.7003,0.0010,0.0045,0.0340,-0.0006,-0.0000,0.0040,0.0000,0.0379,-0.0157
24.8002,0.0010,0.0045,0.0341,0.0002,0.0000,0.0056,0.0000,0.0378,-0.0159
24.9004,0.0010,0.0045,0.0341,0.0004,0.0000,0.0056,0.0000,0.0382,-0.0158
25.0002,0.0010,0.0045,0.0341,-0.0005,-0.0000,0.0044,0.0000,0.0333,-0.0158
25.1003,0.0010,0.0045,0.0341,-0.0008,-0.0000,0.0037,0.0000,0.0290,-0.0158
