time,kf_cov_x,kf_cov_y,kf_cov_theta,ekf_cov_x,ekf_cov_y,ekf_cov_theta,pf_cov_x,pf_cov_y,pf_cov_theta
20.1001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0033,0.0001,0.0017
20.2002,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0034,0.0001,0.0018
20.3002,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0032,0.0001,0.0019
20.4012,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0029,0.0001,0.0019
20.5036,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0029,0.0001,0.0019
20.6001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0029,0.0001,0.0020
20.7002,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0030,0.0001,0.0020
20.8003,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0029,0.0001,0.0020
20.9001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0027,0.0001,0.0020
21.0002,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0026,0.0002,0.0021
21.1002,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0028,0.0002,0.0022
21.2001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0028,0.0002,0.0020
21.3002,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0028,0.0002,0.0019
21.4001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0030,0.0002,0.0020
21.5001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0029,0.0002,0.0020
21.6001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0030,0.0002,0.0020
21.7001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0033,0.0002,0.0019
21.8001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0032,0.0002,0.0019
21.9057,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0034,0.0002,0.0019
22.0002,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0033,0.0002,0.0019
22.1001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0033,0.0002,0.0020
22.2001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0032,0.0002,0.0020
22.3001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0032,0.0002,0.0021
22.4013,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0031,0.0002,0.0020
22.5001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0030,0.0002,0.0020
22.6002,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0030,0.0002,0.0021
22.7001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0030,0.0002,0.0020
22.8002,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0030,0.0002,0.0019
22.9001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0031,0.0002,0.0020
23.0001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0032,0.0002,0.0022
23.1001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0033,0.0002,0.0021
23.2004,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0033,0.0002,0.0020
23.3001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0033,0.0002,0.0019
23.4002,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0032,0.0002,0.0020
23.5002,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0032,0.0002,0.0021
23.6002,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0033,0.0002,0.0021
23.7002,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0036,0.0002,0.0023
23.8078,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0035,0.0002,0.0023
23.9002,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0036,0.0003,0.0023
24.0000,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0037,0.0003,0.0024
24.1002,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0035,0.0003,0.0024
24.2001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0033,0.0003,0.0024
24.3001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0035,0.0002,0.0024
24.4002,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0032,0.0002,0.0025
24.5001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0033,0.0002,0.0024
24.6002,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0033,0.0002,0.0023
24.7027,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0034,0.0003,0.0024
24.8004,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0035,0.0003,0.0025
24.9001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0035,0.0003,0.0023
25.0001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0032,0.0003,0.0023
25.1006,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0031,0.0003,0.0023
25.2006,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0030,0.0003,0.0023
25.3002,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0029,0.0003,0.0022
25.4002,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0030,0.0003,0.0023
25.5001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0029,0.0003,0.0023
25.6001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0030,0.0003,0.0023
25.7001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0030,0.0003,0.0023
25.8001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0032,0.0003,0.0024
25.9001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0030,0.0003,0.0023
26.0002,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0032,0.0003,0.0024
26.1001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0033,0.0003,0.0023
26.2002,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0031,0.0003,0.0021
26.3036,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0033,0.0003,0.0021
26.4001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0033,0.0003,0.0021
26.5001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0033,0.0003,0.0021
26.6002,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0035,0.0003,0.0023
26.7001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0033,0.0003,0.0023
26.8001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0033,0.0003,0.0023
26.9001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0034,0.0003,0.0022
27.0007,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0032,0.0003,0.0021
27.1001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0031,0.0003,0.0021
27.2002,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0031,0.0003,0.0021
27.3002,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0032,0.0003,0.0022
27.4001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0034,0.0003,0.0023
27.5001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0036,0.0003,0.0024
27.6001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0036,0.0003,0.0025
27.7001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0036,0.0003,0.0024
27.8001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0038,0.0003,0.0024
27.9002,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0039,0.0003,0.0025
28.0004,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0040,0.0003,0.0024
28.1002,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0038,0.0003,0.0023
28.2001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0038,0.0004,0.0024
28.3002,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0038,0.0004,0.0024
28.4004,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0037,0.0004,0.0023
28.5001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0035,0.0004,0.0023
28.6001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0036,0.0004,0.0023
28.7002,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0035,0.0004,0.0022
28.8009,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0036,0.0004,0.0022
28.9001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0036,0.0004,0.0022
29.0002,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0037,0.0004,0.0023
29.1001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0035,0.0004,0.0025
29.2001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0034,0.0004,0.0025
29.3001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0034,0.0004,0.0025
29.4001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0034,0.0004,0.0025
29.5001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0033,0.0004,0.0024
29.6002,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0033,0.0004,0.0024
29.7026,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0032,0.0004,0.0024
29.8001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0031,0.0004,0.0024
29.9001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0031,0.0004,0.0023
30.0001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0033,0.0004,0.0022
30.1001,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0034,0.0004,0.0022
