time,kf_cov_x,kf_cov_y,kf_cov_theta,ekf_cov_x,ekf_cov_y,ekf_cov_theta,pf_cov_x,pf_cov_y,pf_cov_theta
25.3038,0.0193,0.0193,0.0000,0.0179,0.0179,0.0179,0.0063,0.0003,0.0034
25.4007,0.0192,0.0192,0.0000,0.0179,0.0179,0.0179,0.0061,0.0003,0.0033
25.5001,0.0192,0.0192,0.0000,0.0179,0.0179,0.0179,0.0054,0.0003,0.0035
25.6002,0.0191,0.0191,0.0000,0.0179,0.0179,0.0179,0.0053,0.0003,0.0035
25.7002,0.0193,0.0193,0.0000,0.0179,0.0179,0.0179,0.0055,0.0003,0.0034
25.8002,0.0193,0.0193,0.0000,0.0179,0.0179,0.0179,0.0054,0.0003,0.0034
25.9020,0.0194,0.0194,0.0000,0.0179,0.0179,0.0179,0.0059,0.0003,0.0034
26.0009,0.0195,0.0195,0.0000,0.0179,0.0179,0.0179,0.0062,0.0003,0.0035
26.1012,0.0193,0.0193,0.0000,0.0179,0.0179,0.0179,0.0063,0.0003,0.0034
26.2001,0.0192,0.0192,0.0000,0.0179,0.0179,0.0179,0.0063,0.0003,0.0036
26.3005,0.0193,0.0193,0.0000,0.0179,0.0179,0.0179,0.0067,0.0003,0.0036
26.4006,0.0192,0.0192,0.0000,0.0179,0.0179,0.0179,0.0067,0.0003,0.0033
26.5002,0.0192,0.0192,0.0000,0.0179,0.0179,0.0179,0.0068,0.0003,0.0035
26.6048,0.0190,0.0190,0.0000,0.0179,0.0179,0.0179,0.0065,0.0003,0.0035
26.7001,0.0195,0.0195,0.0000,0.0179,0.0179,0.0179,0.0068,0.0003,0.0037
26.8003,0.0190,0.0190,0.0000,0.0179,0.0179,0.0179,0.0064,0.0003,0.0036
26.9002,0.0193,0.0193,0.0000,0.0179,0.0179,0.0179,0.0064,0.0003,0.0036
27.0001,0.0198,0.0198,0.0000,0.0179,0.0179,0.0179,0.0069,0.0003,0.0039
27.1002,0.0197,0.0197,0.0000,0.0179,0.0179,0.0179,0.0069,0.0003,0.0039
27.2002,0.0194,0.0194,0.0000,0.0179,0.0179,0.0179,0.0073,0.0003,0.0039
27.3002,0.0192,0.0192,0.0000,0.0179,0.0179,0.0179,0.0071,0.0003,0.0037
27.4001,0.0191,0.0191,0.0000,0.0179,0.0179,0.0179,0.0064,0.0003,0.0038
27.5009,0.0193,0.0193,0.0000,0.0179,0.0179,0.0179,0.0064,0.0003,0.0039
27.6000,0.0191,0.0191,0.0000,0.0179,0.0179,0.0179,0.0057,0.0003,0.0037
27.7002,0.0192,0.0192,0.0000,0.0179,0.0179,0.0179,0.0057,0.0003,0.0036
27.8002,0.0189,0.0189,0.0000,0.0179,0.0179,0.0179,0.0056,0.0003,0.0036
27.9002,0.0192,0.0192,0.0000,0.0179,0.0179,0.0179,0.0057,0.0003,0.0039
28.0003,0.0195,0.0195,0.0000,0.0179,0.0179,0.0179,0.0060,0.0003,0.0041
28.1006,0.0195,0.0195,0.0000,0.0179,0.0179,0.0179,0.0064,0.0003,0.0038
28.2026,0.0191,0.0191,0.0000,0.0179,0.0179,0.0179,0.0060,0.0003,0.0038
28.3002,0.0194,0.0194,0.0000,0.0179,0.0179,0.0179,0.0062,0.0003,0.0039
28.4001,0.0193,0.0193,0.0000,0.0179,0.0179,0.0179,0.0061,0.0003,0.0038
