time,true_dist,kf_dist,ekf_dist,pf_dist,kf_err,ekf_err,pf_err
8.6014,0.8485,0.8485,0.8485,0.8624,0.0000,0.0000,0.0138
8.7002,0.8485,0.8485,0.8485,0.8615,0.0000,0.0000,0.0130
8.8002,0.8485,0.8485,0.8485,0.8614,0.0000,0.0000,0.0129
8.9002,0.8485,0.8485,0.8485,0.8610,0.0000,0.0000,0.0125
9.0027,0.8485,0.8485,0.8485,0.8618,0.0000,0.0000,0.0133
9.1004,0.8485,0.8485,0.8485,0.8612,0.0000,0.0000,0.0127
9.2002,0.8485,0.8485,0.8485,0.8622,0.0000,0.0000,0.0136
9.3002,0.8485,0.8485,0.8485,0.8623,0.0000,0.0000,0.0138
9.4002,0.8485,0.8485,0.8485,0.8613,0.0000,0.0000,0.0128
9.5003,0.8485,0.8485,0.8485,0.8590,0.0000,0.0000,0.0104
9.6007,0.8485,0.8485,0.8485,0.8581,0.0000,0.0000,0.0096
9.7001,0.8485,0.8485,0.8485,0.8576,0.0000,0.0000,0.0090
9.8028,0.8485,0.8485,0.8485,0.8577,0.0000,0.0000,0.0091
9.9005,0.8485,0.8485,0.8485,0.8594,0.0000,0.0000,0.0108
10.0001,0.8485,0.8485,0.8485,0.8595,0.0000,0.0000,0.0110
10.1005,0.8485,0.8485,0.8485,0.8596,0.0000,0.0000,0.0110
10.2001,0.8485,0.8485,0.8485,0.8592,0.0000,0.0000,0.0107
10.3001,0.8485,0.8485,0.8485,0.8563,0.0000,0.0000,0.0078
10.4006,0.8485,0.8485,0.8485,0.8543,0.0000,0.0000,0.0058
10.5002,0.8485,0.8485,0.8485,0.8575,0.0000,0.0000,0.0090
10.6068,0.8485,0.8485,0.8485,0.8564,0.0000,0.0000,0.0078
10.7002,0.8485,0.8485,0.8485,0.8580,0.0000,0.0000,0.0095
10.8005,0.8485,0.8485,0.8485,0.8573,0.0000,0.0000,0.0088
10.9002,0.8485,0.8485,0.8485,0.8581,0.0000,0.0000,0.0095
11.0002,0.8485,0.8485,0.8485,0.8581,0.0000,0.0000,0.0095
11.1039,0.8485,0.8485,0.8485,0.8579,0.0000,0.0000,0.0094
11.2021,0.8485,0.8485,0.8485,0.8600,0.0000,0.0000,0.0114
11.3032,0.8485,0.8485,0.8485,0.8615,0.0000,0.0000,0.0129
11.4146,0.8485,0.8485,0.8485,0.8608,0.0000,0.0000,0.0122
11.5003,0.8485,0.8485,0.8485,0.8614,0.0000,0.0000,0.0129
11.6106,0.8485,0.8485,0.8485,0.8634,0.0000,0.0000,0.0149
11.7018,0.8485,0.8485,0.8485,0.8649,0.0000,0.0000,0.0164
11.8010,0.8485,0.8485,0.8485,0.8664,0.0000,0.0000,0.0179
11.9056,0.8485,0.8485,0.8485,0.8681,0.0000,0.0000,0.0195
12.0002,0.8485,0.8485,0.8485,0.8670,0.0000,0.0000,0.0184
12.1002,0.8485,0.8485,0.8485,0.8654,0.0000,0.0000,0.0169
12.2014,0.8485,0.8485,0.8485,0.8623,0.0000,0.0000,0.0138
12.3083,0.8485,0.8485,0.8485,0.8607,0.0000,0.0000,0.0122
12.4002,0.8485,0.8485,0.8485,0.8612,0.0000,0.0000,0.0127
12.5013,0.8485,0.8485,0.8485,0.8610,0.0000,0.0000,0.0125
12.6002,0.8485,0.8485,0.8485,0.8618,0.0000,0.0000,0.0133
